,質量 A,
t,y,
18.596,-13.19
18.630,-13.30
18.663,-13.35
18.697,-13.33
18.730,-13.25
18.763,-13.08
18.797,-12.89
18.830,-12.62
18.864,-12.32
18.897,-11.98
18.930,-11.57
18.964,-11.16
18.997,-10.72
19.031,-10.26
19.064,-9.757
19.097,-9.231
19.131,-8.738
19.164,-8.312
19.197,-7.848
19.231,-7.444
19.264,-7.069
19.298,-6.739
19.331,-6.481
19.364,-6.223
19.398,-6.061
19.431,-5.966
19.465,-5.910
19.498,-5.966
19.531,-6.038
19.565,-6.195
19.598,-6.374
19.631,-6.657
19.665,-6.997
19.698,-7.387
19.732,-7.795
19.765,-8.204
19.798,-8.663
19.832,-9.147
19.865,-9.643
19.899,-10.10
19.932,-10.64
19.965,-11.08
19.999,-11.52
20.032,-11.87
20.066,-12.30
20.099,-12.59
20.132,-12.86
20.166,-13.08
20.199,-13.22
20.232,-13.30
20.266,-13.30
20.299,-13.27
20.333,-13.16
20.366,-13.00
20.399,-12.79
20.433,-12.50
20.466,-12.19
20.500,-11.82
20.533,-11.40
20.566,-10.97
20.600,-10.54
20.633,-10.06
20.666,-9.574
20.700,-9.115
20.733,-8.575
20.767,-8.135
20.800,-7.701
20.833,-7.330
20.867,-6.972
20.900,-6.651
20.934,-6.381
20.967,-6.180
21.000,-6.054
21.034,-5.947
21.067,-5.947
21.100,-6.010
21.134,-6.123
21.167,-6.299
21.201,-6.506
21.234,-6.802
21.267,-7.129
21.301,-7.495
21.334,-7.955
21.368,-8.390
21.401,-8.818
21.434,-9.333
21.468,-9.768
21.501,-10.25
21.535,-10.75
21.568,-11.19
21.601,-11.60
21.635,-12.02
21.668,-12.38
21.701,-12.67
21.735,-12.91
21.768,-13.08
21.802,-13.21
21.835,-13.27
21.868,-13.28
21.902,-13.23
21.935,-13.08
21.969,-12.89
22.002,-12.67
22.035,-12.38
22.069,-12.07
22.102,-11.68
22.135,-11.26
22.169,-10.84
22.202,-10.38
22.236,-9.943
22.269,-9.420
22.302,-8.937
22.336,-8.509
22.369,-8.042
22.403,-7.582
22.436,-7.218
22.469,-6.901
22.503,-6.592
22.536,-6.331
22.570,-6.196
22.603,-6.061
22.636,-6.006
22.670,-5.990
22.703,-6.061
22.736,-6.196
22.770,-6.386
22.803,-6.649
22.837,-6.948
22.870,-7.286
22.903,-7.668
22.937,-8.091
22.970,-8.514
23.004,-9.016
23.037,-9.507
23.070,-9.983
23.104,-10.43
23.137,-10.94
23.170,-11.39
23.204,-11.83
23.237,-12.13
23.271,-12.48
23.304,-12.78
23.337,-12.99
23.371,-13.14
23.404,-13.24
23.438,-13.29
23.471,-13.28
23.504,-13.19
23.538,-13.02
23.571,-12.84
23.605,-12.62
23.638,-12.32
23.671,-11.97
23.705,-11.56
23.738,-11.14
23.771,-10.74
23.805,-10.28
23.838,-9.813
23.872,-9.326
23.905,-8.874
23.938,-8.352
23.972,-7.908
24.005,-7.548
24.039,-7.202
24.072,-6.856
24.105,-6.567
24.139,-6.362
24.172,-6.207
24.205,-6.066
24.239,-6.066
24.272,-6.073
24.306,-6.164
24.339,-6.305
24.372,-6.517
24.406,-6.785
24.439,-7.089
24.473,-7.477
24.506,-7.816
24.539,-8.267
24.573,-8.677
24.606,-9.100
24.640,-9.623
24.673,-10.09
24.706,-10.56
24.740,-11.03
24.773,-11.43
24.806,-11.85
24.840,-12.24
24.873,-12.56
24.907,-12.84
24.940,-13.02
24.973,-13.14
25.007,-13.24
25.040,-13.25
25.074,-13.22
25.107,-13.12
25.140,-12.95
25.174,-12.77
25.207,-12.48
25.240,-12.14
25.274,-11.75
25.307,-11.42
25.341,-10.97
25.374,-10.52
25.407,-10.08
25.441,-9.601
25.474,-9.093
25.508,-8.627
25.541,-8.190
25.574,-7.766
25.608,-7.357
25.641,-7.039
25.674,-6.757
25.708,-6.468
25.741,-6.298
25.775,-6.164
25.808,-6.066
25.841,-6.066
25.875,-6.115
25.908,-6.228
25.942,-6.390
25.975,-6.581
26.008,-6.849
26.042,-7.188
26.075,-7.541
26.109,-7.964
26.142,-8.380
26.175,-8.818
26.209,-9.298
26.242,-9.771
26.275,-10.19
26.309,-10.71
26.342,-11.13
26.376,-11.56
26.409,-11.93
26.442,-12.30
26.476,-12.57
26.509,-12.84
26.543,-13.05
26.576,-13.17
26.609,-13.23
26.643,-13.23
26.676,-13.18
26.709,-13.02
26.743,-12.87
26.776,-12.65
26.810,-12.37
26.843,-12.04
26.876,-11.68
26.910,-11.26
26.943,-10.84
26.977,-10.39
27.010,-9.919
27.043,-9.488
27.077,-9.016
