,質量 A,
t,y,
26.493,-8.395
26.526,-8.320
26.560,-8.114
26.593,-7.918
26.626,-7.619
26.660,-7.291
26.693,-6.945
26.726,-6.552
26.760,-6.084
26.793,-5.635
26.826,-5.224
26.860,-4.765
26.893,-4.316
26.927,-3.942
26.960,-3.540
26.993,-3.156
27.027,-2.894
27.060,-2.641
27.093,-2.417
27.127,-2.277
27.160,-2.183
27.194,-2.183
27.227,-2.248
27.260,-2.342
27.294,-2.520
27.327,-2.772
27.360,-3.053
27.394,-3.390
27.427,-3.820
27.460,-4.176
27.494,-4.634
27.527,-5.083
27.561,-5.523
27.594,-5.981
27.627,-6.468
27.661,-6.851
27.694,-7.244
27.727,-7.572
27.761,-7.871
27.794,-8.105
27.827,-8.264
27.861,-8.367
27.894,-8.423
27.928,-8.395
27.961,-8.302
27.994,-8.180
28.028,-7.937
28.061,-7.693
28.094,-7.366
28.128,-7.029
28.161,-6.646
28.195,-6.244
28.228,-5.807
28.261,-5.390
28.295,-4.947
28.328,-4.484
28.361,-4.094
28.395,-3.671
28.428,-3.307
28.461,-2.989
28.495,-2.738
28.528,-2.527
28.562,-2.361
28.595,-2.288
28.628,-2.255
28.662,-2.282
28.695,-2.361
28.728,-2.513
28.762,-2.765
28.795,-3.009
28.828,-3.327
28.862,-3.704
28.895,-4.074
28.929,-4.537
28.962,-4.967
28.995,-5.423
29.029,-5.893
29.062,-6.296
29.095,-6.726
29.129,-7.123
29.162,-7.480
29.195,-7.778
29.229,-8.016
29.262,-8.234
29.296,-8.334
29.329,-8.380
29.362,-8.386
29.396,-8.300
29.429,-8.135
29.462,-7.943
29.496,-7.699
29.529,-7.381
29.563,-7.044
29.596,-6.700
29.629,-6.257
29.663,-5.853
29.696,-5.397
29.729,-4.993
29.763,-4.544
29.796,-4.167
29.829,-3.763
29.863,-3.439
29.896,-3.109
29.930,-2.818
29.963,-2.606
29.996,-2.454
30.030,-2.328
30.063,-2.302
30.096,-2.328
30.130,-2.394
30.163,-2.573
30.196,-2.765
30.230,-3.042
30.263,-3.360
30.297,-3.710
30.330,-4.068
30.363,-4.524
30.397,-4.980
30.430,-5.443
30.463,-5.840
30.497,-6.303
30.530,-6.693
30.564,-7.110
30.597,-7.447
30.630,-7.751
30.664,-8.023
30.697,-8.201
30.730,-8.307
30.764,-8.380
30.797,-8.367
30.830,-8.320
30.864,-8.195
30.897,-7.996
30.931,-7.765
30.964,-7.427
30.997,-7.097
31.031,-6.726
31.064,-6.323
31.097,-5.886
31.131,-5.470
31.164,-5.020
31.197,-4.603
31.231,-4.187
31.264,-3.810
31.298,-3.466
31.331,-3.128
31.364,-2.870
31.398,-2.632
31.431,-2.480
31.464,-2.381
31.498,-2.315
31.531,-2.335
31.564,-2.421
31.598,-2.560
31.631,-2.758
31.665,-3.029
31.698,-3.340
31.731,-3.684
31.765,-4.068
31.798,-4.458
31.831,-4.894
31.865,-5.344
31.898,-5.787
31.932,-6.270
31.965,-6.673
31.998,-7.083
32.032,-7.447
32.065,-7.745
32.098,-7.983
32.132,-8.181
32.165,-8.294
32.198,-8.367
32.232,-8.340
32.265,-8.307
32.299,-8.201
32.332,-8.023
32.365,-7.771
32.399,-7.487
32.432,-7.130
32.465,-6.826
32.499,-6.402
32.532,-5.992
32.565,-5.542
32.599,-5.132
32.632,-4.709
32.666,-4.286
32.699,-3.889
32.732,-3.558
32.766,-3.228
32.799,-2.930
32.832,-2.698
32.866,-2.500
32.899,-2.381
32.933,-2.328
32.966,-2.348
32.999,-2.394
33.033,-2.560
33.066,-2.751
33.099,-3.003
33.133,-3.280
33.166,-3.624
33.199,-3.982
33.233,-4.438
33.266,-4.868
33.300,-5.271
33.333,-5.721
33.366,-6.191
33.400,-6.607
33.433,-6.971
33.466,-7.348
33.500,-7.659
33.533,-7.904
33.566,-8.148
33.600,-8.201
33.633,-8.367
33.667,-8.380
33.700,-8.307
33.733,-8.188
33.767,-8.009
33.800,-7.718
33.833,-7.494
33.867,-7.150
33.900,-6.819
33.933,-6.449
33.967,-6.012
